source_file,relative,line_start,line_end,original_text,file_sha256,item_id,reviewer,verdict,historical_claim,historical_evidence_scope,current_evidence,reason,recommendation,manual_semantic_range
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,3,3,> **2026-08-09 状态覆盖：`completed_historical_scope + superseded_for_six_goals`。** 本文件 272 个已勾任务保留为各自当时范围的完成记录，但不能证明当前三仓 data-lake 六目标全部达成。Dropbox 泛化、统一 resolver、latest、SourceBundle/artifact、动态审核和代码质量的唯一活动入口是 `C:/Users/郑曾波/Projects/revenue-forecast/audit_review/2026-08-09_full_completion_assurance_plan/task_plan.md`；本文件不再新增同类任务。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0001,history_filing,historical_only,> **2026-08-09 状态覆盖：`completed_historical_scope + superseded_for_six_goals`。** 本文件 272 个已勾任务保留为各自当时范围的完成记录，但不能证明当前三仓 data-lake 六目标全部达成。Dropbox 泛化、统一 resolver、latest、SourceBundle/artifact、动态审核和代码质量的唯一活动入口是 `C:/Users/郑曾波/Projects/revenue-forecast/audit_review/2026-08-09_full_completion_assurance_plan/task_plan.md`；本文件不再新增同类任务。,特定原日期/版本/真实窗口或fixture范围,本轮完整读取根全文及WR1–7/8–9/10.7/10.13/next-login实际收据,当日状态与后继补包索引；只表示明确时间、版本、窗口，不把旧健康/完成外推到今天。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:1-241
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,7,7,"将知识库从""半自动研究助理""升级为""可自维持的研究助理""，并系统性修复架构债务。",69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0002,history_filing,superseded,"将知识库从""半自动研究助理""升级为""可自维持的研究助理""，并系统性修复架构债务。",特定原日期/版本/真实窗口或fixture范围,AGENTS BOUNDARY-0；根1605–1641,原研究助手目标已被7/16 source-only边界主动退役，不能把旧投研缺失当成当前bug。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:7-7
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,11,11,**§10.8 WR-10.13/10.9 pending 门禁实施 + NFC parser 修复 — 状态：completed（2026-08-02，最终代码 41f08db2c5f1）**。用户在 WR-10.15 accepted 后要求逐项实施剩余 pending 门禁；全面验收后修复遗留 NFC parser 缺陷并同步文档。全部完成。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0003,history_filing,supported_scoped,**§10.8 WR-10.13/10.9 pending 门禁实施 + NFC parser 修复 — 状态：completed（2026-08-02，最终代码 41f08db2c5f1）**。用户在 WR-10.15 accepted 后要求逐项实施剩余 pending 门禁；全面验收后修复遗留 NFC parser 缺陷并同步文档。全部完成。,特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,12,12,- **NFC parser 缺陷修复 — completed**：`_pymupdf_page_snapshots` 表格 data 提取未对 str 单元格 NFC 规范化 → 盈建科/时代新材两份招股书被 `PageAwarePDFAdapterError: table cell must use Unicode NFC` 拒。已修复（normalizer.py:764-768 应用 `_nfc_lf`）；新增回归测试；顺带修正过时断言（corrupt→unsupported）。生产 reset 后 worker（PID 3540）已用新代码重新处理成功（盈建科 partial 25363 spans / 时代新材 completed 8211 spans），`failed_terminal` 7→5。receipt 备份 `wr-10-13-nfc-fix-reset-backup-20260802.json`。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0004,history_filing,supported_scoped,- **NFC parser 缺陷修复 — completed**：`_pymupdf_page_snapshots` 表格 data 提取未对 str 单元格 NFC 规范化 → 盈建科/时代新材两份招股书被 `PageAwarePDFAdapterError: table cell must use Unicode NFC` 拒。已修复（normalizer.py:764-768 应用 `_nfc_lf`）；新增回归测试；顺带修正过时断言（corrupt→unsupported）。生产 reset 后 worker（PID 3540）已用新代码重新处理成功（盈建科 partial 25363 spans / 时代新材 completed 8211 spans），`failed_terminal` 7→5。receipt 备份 `wr-10-13-nfc-fix-reset-backup-20260802.json`。,特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,13,13,"- **WR-10.13 fingerprint terminal — accepted**。corrupt-XLS fingerprint=`failed_terminal`(XLRDError, attempt=3, next_retry_at=None)、`retryable_failed=0`、terminal 永不重选（select_fingerprint_batch store.py:1198-1226）、DB `quick_check=ok`/`FK=0`。receipt `artifacts/gates/source-catalog-bg/wr-10-13-fingerprint-terminal-acceptance-20260802.json`。",69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0005,history_filing,supported_scoped,"- **WR-10.13 fingerprint terminal — accepted**。corrupt-XLS fingerprint=`failed_terminal`(XLRDError, attempt=3, next_retry_at=None)、`retryable_failed=0`、terminal 永不重选（select_fingerprint_batch store.py:1198-1226）、DB `quick_check=ok`/`FK=0`。receipt `artifacts/gates/source-catalog-bg/wr-10-13-fingerprint-terminal-acceptance-20260802.json`。",特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,14,14,- **最终 fingerprint pilot — accepted**。44.5 分钟独立 pilot（PID 16992），`pilot_pass=True`，29 样本全窗 worker/supervisor PID 唯一、code MATCH、heartbeat 新鲜、无 foreign/temp/orphan、DB quick_check ok、raw/StockWiki unchanged、same-path max 360.6s、parse_timeout=0。receipt `artifacts/gates/source-catalog-bg/wr-10-13-final-pilot-acceptance-20260802.json`。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0006,history_filing,supported_scoped,- **最终 fingerprint pilot — accepted**。44.5 分钟独立 pilot（PID 16992），`pilot_pass=True`，29 样本全窗 worker/supervisor PID 唯一、code MATCH、heartbeat 新鲜、无 foreign/temp/orphan、DB quick_check ok、raw/StockWiki unchanged、same-path max 360.6s、parse_timeout=0。receipt `artifacts/gates/source-catalog-bg/wr-10-13-final-pilot-acceptance-20260802.json`。,特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,15,15,- **>900s slow canary — accepted**。合同层缩短时钟 GREEN（`test_source_catalog_parser_liveness.py` slow-canary `2 passed in 56.31s`）；隔离目录真实 40.9MB PDF 演练 accepted（normalize+fingerprint 各单稳定 parser PID、heartbeat 连续、无 temp leak、verdict=accepted）。receipt `artifacts/gates/source-catalog-bg/wr-10-13-slow-canary-acceptance-20260802.json`。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0007,history_filing,supported_scoped,- **>900s slow canary — accepted**。合同层缩短时钟 GREEN（`test_source_catalog_parser_liveness.py` slow-canary `2 passed in 56.31s`）；隔离目录真实 40.9MB PDF 演练 accepted（normalize+fingerprint 各单稳定 parser PID、heartbeat 连续、无 temp leak、verdict=accepted）。receipt `artifacts/gates/source-catalog-bg/wr-10-13-slow-canary-acceptance-20260802.json`。,特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,16,16,- **next-login（WR-10.9 Step 6）— accepted**。用户真实重启后采集登录前后证据：登录触发新 launcher session `1ec5c35c0d07`（17:23:54Z starting→child_started），supervisor 15184→worker 14476 顺序启动、均无主窗口（无空白控制面板）、Code MATCH `724f0d5a8481`、worker 健康推进。receipt `artifacts/gates/source-catalog-bg/wr-10-9-step6-acceptance-20260802.json`（登录后采集 `wr-10-9-step6-login-20260802.json`，登录前基线 `wr-10-9-step6-pre-login-baseline-20260802.json`）。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0008,history_filing,supported_scoped,- **next-login（WR-10.9 Step 6）— accepted**。用户真实重启后采集登录前后证据：登录触发新 launcher session `1ec5c35c0d07`（17:23:54Z starting→child_started），supervisor 15184→worker 14476 顺序启动、均无主窗口（无空白控制面板）、Code MATCH `724f0d5a8481`、worker 健康推进。receipt `artifacts/gates/source-catalog-bg/wr-10-9-step6-acceptance-20260802.json`（登录后采集 `wr-10-9-step6-login-20260802.json`，登录前基线 `wr-10-9-step6-pre-login-baseline-20260802.json`）。,特定原日期/版本/真实窗口或fixture范围,wr-10-13-final-pilot-acceptance/terminal-acceptance/slow-canary-acceptance；wr-10-9-step6-acceptance,后继收据有最终代码指纹、44.5m样本、corrupt-XLS终态和真实登录捕获；支持各自窗口与机制，非永久健康保证。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:11-17
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,18,18,### 历史状态存档,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0009,history_filing,historical_only,### 历史状态存档,特定原日期/版本/真实窗口或fixture范围,本轮完整读取根全文及WR1–7/8–9/10.7/10.13/next-login实际收据,当日状态与后继补包索引；只表示明确时间、版本、窗口，不把旧健康/完成外推到今天。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:1-241
C:\Users\郑曾波\Projects\company-wiki\task_plan.md,task_plan.md,20,20,**§10.8 WR-10.15 重点关注目录准入、优先调度与存量清理 — 状态：accepted（2026-08-02，生产 apply 已完成并验证）**。用户 2026-08-01 23:08 指令“从头开始一项一项的实施”，解除实施冻结；全程 Preflight 0/1 → Gate A/B/C/D 逐项完成，最终 receipt `artifacts/gates/wr1015-final-acceptance-20260802.json`。,69d941cd174589563b567d48343a76a10e4d5a691d66466504a167a0cda1809a,WIKI-LEGACY-WR-0010,history_filing,insufficient_evidence,**§10.8 WR-10.15 重点关注目录准入、优先调度与存量清理 — 状态：accepted（2026-08-02，生产 apply 已完成并验证）**。用户 2026-08-01 23:08 指令“从头开始一项一项的实施”，解除实施冻结；全程 Preflight 0/1 → Gate A/B/C/D 逐项完成，最终 receipt `artifacts/gates/wr1015-final-acceptance-20260802.json`。,特定原日期/版本/真实窗口或fixture范围,根22/55的显式范围变更；WR10.15需后续cleanup receipts,真实cleanup描述有count/dedup/restore细节但此轮尚未全核实际apply与回滚payload；不将242条计数等同零丢失。用户显式将全库备份改为affected快照，不能继续按旧全库备份硬门判违规。,保留原尝试状态，以后继实际范围明确supersedes；未验原目标列缺口，不把旧candidate无限作为现状,task_plan.md:19-58
